network_id,type,subtype,id_pair,species_1,label_1,degree_1,species_2,label_2,degree_2,number_sp_label_1,number_sp_label_2,connected,normalized_degree_sp_1,normalized_degree_sp_2,network_connectance
A_HP_002,A,HostParasite,3295,Meriones tamariscinus,Host,9,Citellophilus trispinus,Parasite,4,17,30,0,0.3,0.2353,0.212
A_HP_002,A,HostParasite,3460,Meriones libycus,Host,15,Ctenophthalmus dolichus,Parasite,6,17,30,0,0.5,0.3529,0.212
A_HP_002,A,HostParasite,3461,Meriones meridianus,Host,11,Desertopsylla rothschildi,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3360,Dipus sagitta,Host,6,Echidnophaga oschanini,Parasite,4,17,30,0,0.2,0.2353,0.212
A_HP_002,A,HostParasite,3455,Meriones libycus,Host,15,Echidnophaga oschanini,Parasite,4,17,30,0,0.5,0.2353,0.212
A_HP_002,A,HostParasite,3462,Meriones libycus,Host,15,Frontopsylla macrophthalma,Parasite,2,17,30,0,0.5,0.1176,0.212
A_HP_002,A,HostParasite,3463,Meriones meridianus,Host,11,Frontopsylla macrophthalma,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3440,Meriones tamariscinus,Host,9,Frontopsylla macrophthalma,Parasite,2,17,30,0,0.3,0.1176,0.212
A_HP_002,A,HostParasite,3464,Meriones libycus,Host,15,Mesopsylla eucta,Parasite,2,17,30,0,0.5,0.1176,0.212
A_HP_002,A,HostParasite,3298,Meriones meridianus,Host,11,Mesopsylla hebes,Parasite,1,17,30,0,0.3667,0.0588,0.212
A_HP_002,A,HostParasite,3441,Meriones tamariscinus,Host,9,Mesopsylla hebes,Parasite,1,17,30,0,0.3,0.0588,0.212
A_HP_002,A,HostParasite,3299,Meriones meridianus,Host,11,Mesopsylla lenis,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3300,Meriones meridianus,Host,11,Mesopsylla tuschkan,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3301,Meriones meridianus,Host,11,Neopsylla setosa,Parasite,5,17,30,0,0.3667,0.2941,0.212
A_HP_002,A,HostParasite,3465,Meriones meridianus,Host,11,Nosopsyllus fidus,Parasite,1,17,30,0,0.3667,0.0588,0.212
A_HP_002,A,HostParasite,3361,Dipus sagitta,Host,6,Nosopsyllus tersus,Parasite,3,17,30,0,0.2,0.1765,0.212
A_HP_002,A,HostParasite,3363,Dipus sagitta,Host,6,Nosopsyllus turkmenicus,Parasite,4,17,30,0,0.2,0.2353,0.212
A_HP_002,A,HostParasite,3364,Dipus sagitta,Host,6,Ophthalmopsylla volgensis,Parasite,2,17,30,0,0.2,0.1176,0.212
A_HP_002,A,HostParasite,3466,Meriones meridianus,Host,11,Ophthalmopsylla volgensis,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3302,Meriones meridianus,Host,11,Oropsylla ilovaiskii,Parasite,3,17,30,0,0.3667,0.1765,0.212
A_HP_002,A,HostParasite,3444,Meriones tamariscinus,Host,9,Oropsylla ilovaiskii,Parasite,3,17,30,0,0.3,0.1765,0.212
A_HP_002,A,HostParasite,3467,Meriones libycus,Host,15,Paradoxopsyllus repandus,Parasite,1,17,30,0,0.5,0.0588,0.212
A_HP_002,A,HostParasite,3468,Meriones meridianus,Host,11,Paradoxopsyllus repandus,Parasite,1,17,30,0,0.3667,0.0588,0.212
A_HP_002,A,HostParasite,3366,Dipus sagitta,Host,6,Rhadinopsylla cedestis,Parasite,2,17,30,0,0.2,0.1176,0.212
A_HP_002,A,HostParasite,3303,Meriones meridianus,Host,11,Rhadinopsylla cedestis,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3304,Meriones tamariscinus,Host,9,Rhadinopsylla cedestis,Parasite,2,17,30,0,0.3,0.1176,0.212
A_HP_002,A,HostParasite,3368,Dipus sagitta,Host,6,Rostropsylla daca,Parasite,2,17,30,0,0.2,0.1176,0.212
A_HP_002,A,HostParasite,3470,Meriones libycus,Host,15,Rostropsylla daca,Parasite,2,17,30,0,0.5,0.1176,0.212
A_HP_002,A,HostParasite,3471,Meriones meridianus,Host,11,Rostropsylla daca,Parasite,2,17,30,0,0.3667,0.1176,0.212
A_HP_002,A,HostParasite,3369,Dipus sagitta,Host,6,Stenoponia vlasovi,Parasite,5,17,30,0,0.2,0.2941,0.212
A_HP_002,A,HostParasite,3472,Eremodipus lichtensteini,Host,1,Xenopsylla conformis,Parasite,10,17,30,0,0.0333,0.5882,0.212
A_HP_002,A,HostParasite,3370,Dipus sagitta,Host,6,Xenopsylla hirtipes,Parasite,3,17,30,0,0.2,0.1765,0.212
A_HP_002,A,HostParasite,3473,Eremodipus lichtensteini,Host,1,Xenopsylla hirtipes,Parasite,3,17,30,0,0.0333,0.1765,0.212
A_HP_002,A,HostParasite,3474,Meriones meridianus,Host,11,Xenopsylla hirtipes,Parasite,3,17,30,0,0.3667,0.1765,0.212
A_HP_002,A,HostParasite,3305,Meriones meridianus,Host,11,Xenopsylla skrjabini,Parasite,3,17,30,0,0.3667,0.1765,0.212
A_HP_002,A,HostParasite,3306,Meriones tamariscinus,Host,9,Xenopsylla skrjabini,Parasite,3,17,30,0,0.3,0.1765,0.212
A_HP_029,A,HostParasite,3290,Marmota caudata,Host,4,Amphipsylla anceps,Parasite,3,15,34,0,0.1176,0.2,0.155
A_HP_029,A,HostParasite,3291,Marmota caudata,Host,4,Callopsylla caspia,Parasite,3,15,34,0,0.1176,0.2,0.155
A_HP_029,A,HostParasite,3459,Ellobius talpinus,Host,2,Ctenophthalmus assimilis,Parasite,2,15,34,0,0.0588,0.1333,0.155
A_HP_029,A,HostParasite,3293,Marmota caudata,Host,4,Frontopsylla ambigua,Parasite,1,15,34,0,0.1176,0.0667,0.155
A_HP_029,A,HostParasite,3294,Marmota caudata,Host,4,Frontopsylla elata,Parasite,4,15,34,0,0.1176,0.2667,0.155
A_HP_029,A,HostParasite,3340,Ellobius talpinus,Host,2,Neopsylla setosa,Parasite,1,15,34,0,0.0588,0.0667,0.155
A_HP_029,A,HostParasite,3304,Meriones tamariscinus,Host,10,Rhadinopsylla cedestis,Parasite,2,15,34,0,0.2941,0.1333,0.155
A_HP_030,A,HostParasite,3457,Lemmus sibiricus,Host,3,Amalaraeus penicilliger,Parasite,4,14,15,0,0.2,0.2857,0.243
A_HP_030,A,HostParasite,3458,Lemmus sibiricus,Host,3,Corrodopsylla birulai,Parasite,6,14,15,0,0.2,0.4286,0.243
A_HP_031,A,HostParasite,3419,Micromys minutus,Host,5,Amalaraeus penicilliger,Parasite,12,25,31,0,0.1613,0.48,0.225
A_HP_031,A,HostParasite,3525,Micromys minutus,Host,5,Amphipsylla vinogradovi,Parasite,2,25,31,0,0.1613,0.08,0.225
A_HP_032,A,HostParasite,3449,Lagurus lagurus,Host,3,Pectinoctenus pavlovskii,Parasite,2,14,13,0,0.2308,0.1429,0.176
A_HP_033,A,HostParasite,3419,Micromys minutus,Host,1,Amalaraeus penicilliger,Parasite,9,22,25,0,0.04,0.4091,0.36
A_HP_033,A,HostParasite,3378,Crocidura suaveolens,Host,2,Peromyscopsylla bidentata,Parasite,13,22,25,0,0.08,0.5909,0.36
A_HP_036,A,HostParasite,3419,Micromys minutus,Host,1,Amalaraeus penicilliger,Parasite,4,8,13,0,0.0769,0.5,0.288
A_HP_037,A,HostParasite,3419,Micromys minutus,Host,1,Amalaraeus penicilliger,Parasite,3,17,21,0,0.0476,0.1765,0.252
A_HP_050,A,HostParasite,3367,Cricetulus migratorius,Host,3,Rostropsylla daca,Parasite,14,27,35,0,0.0857,0.5185,0.239
A_HP_050,A,HostParasite,3371,Cricetulus migratorius,Host,3,Xenopsylla nuttalli,Parasite,9,27,35,0,0.0857,0.3333,0.239
A_HP_050,A,HostParasite,3372,Cricetulus migratorius,Host,3,Xenopsylla persica,Parasite,11,27,35,0,0.0857,0.4074,0.239
A_HP_001,A,HostParasite,3520,Microtus arvalis,Host,8,Ceratophyllus sciurorum,Parasite,1,10,18,0,0.4444,0.1,0.339
A_HP_027,A,HostParasite,3380,Microtus arvalis,Host,3,Amalaraeus penicilliger,Parasite,4,18,24,0,0.125,0.2222,0.222
A_HP_027,A,HostParasite,3420,Microtus arvalis,Host,3,Amphipsylla kuznetzovi,Parasite,2,18,24,0,0.125,0.1111,0.222
A_HP_027,A,HostParasite,3540,Microtus arvalis,Host,3,Amphipsylla sibirica,Parasite,2,18,24,0,0.125,0.1111,0.222
A_HP_027,A,HostParasite,3428,Microtus arvalis,Host,3,Citellophilus tesquorum,Parasite,11,18,24,0,0.125,0.6111,0.222
A_HP_027,A,HostParasite,3422,Microtus arvalis,Host,3,Corrodopsylla birulai,Parasite,1,18,24,0,0.125,0.0556,0.222
A_HP_027,A,HostParasite,3387,Microtus arvalis,Host,3,Ctenophthalmus assimilis,Parasite,9,18,24,0,0.125,0.5,0.222
A_HP_027,A,HostParasite,3388,Microtus arvalis,Host,3,Frontopsylla elata,Parasite,7,18,24,0,0.125,0.3889,0.222
A_HP_027,A,HostParasite,3402,Microtus arvalis,Host,3,Frontopsylla elatoides,Parasite,1,18,24,0,0.125,0.0556,0.222
A_HP_027,A,HostParasite,3383,Microtus arvalis,Host,3,Hystrichopsylla talpae,Parasite,2,18,24,0,0.125,0.1111,0.222
A_HP_003,A,HostParasite,3528,Micromys minutus,Host,4,Ctenophthalmus assimilis,Parasite,17,23,9,0,0.4444,0.7391,0.522
A_HP_003,A,HostParasite,3533,Micromys minutus,Host,4,Frontopsylla elata,Parasite,6,23,9,0,0.4444,0.2609,0.522
A_HP_003,A,HostParasite,3423,Microtus agrestis,Host,5,Frontopsylla elata,Parasite,6,23,9,0,0.5556,0.2609,0.522
A_HP_003,A,HostParasite,3413,Micromys minutus,Host,4,Hystrichopsylla talpae,Parasite,12,23,9,0,0.4444,0.5217,0.522
A_HP_003,A,HostParasite,3414,Microtus agrestis,Host,5,Hystrichopsylla talpae,Parasite,12,23,9,0,0.5556,0.5217,0.522
A_HP_003,A,HostParasite,3415,Microtus agrestis,Host,5,Megabothris turbidus,Parasite,7,23,9,0,0.5556,0.3043,0.522
A_HP_006,A,HostParasite,3520,Microtus arvalis,Host,16,Ceratophyllus sciurorum,Parasite,2,16,37,0,0.4324,0.125,0.208
A_HP_006,A,HostParasite,3382,Microtus arvalis,Host,16,Ctenophthalmus proximus,Parasite,3,16,37,0,0.4324,0.1875,0.208
A_HP_006,A,HostParasite,3486,Microtus arvalis,Host,16,Megabothris turbidus,Parasite,2,16,37,0,0.4324,0.125,0.208
A_HP_009,A,HostParasite,3540,Microtus arvalis,Host,15,Amphipsylla sibirica,Parasite,1,14,22,0,0.6818,0.0714,0.315
A_HP_009,A,HostParasite,3520,Microtus arvalis,Host,15,Ceratophyllus sciurorum,Parasite,1,14,22,0,0.6818,0.0714,0.315
A_HP_009,A,HostParasite,3428,Microtus arvalis,Host,15,Citellophilus tesquorum,Parasite,1,14,22,0,0.6818,0.0714,0.315
A_HP_009,A,HostParasite,3422,Microtus arvalis,Host,15,Corrodopsylla birulai,Parasite,1,14,22,0,0.6818,0.0714,0.315
A_HP_010,A,HostParasite,3396,Microtus arvalis,Host,3,Amphipsylla schelkovnikovi,Parasite,2,18,31,0,0.0968,0.1111,0.158
A_HP_010,A,HostParasite,3539,Microtus arvalis,Host,3,Citellophilus ullus,Parasite,2,18,31,0,0.0968,0.1111,0.158
A_HP_010,A,HostParasite,3384,Microtus arvalis,Host,3,Ctenophthalmus breviatus,Parasite,1,18,31,0,0.0968,0.0556,0.158
A_HP_014,A,HostParasite,3420,Microtus arvalis,Host,7,Amphipsylla kuznetzovi,Parasite,1,11,19,0,0.3684,0.0909,0.325
A_HP_014,A,HostParasite,3397,Microtus arvalis,Host,7,Callopsylla caspia,Parasite,1,11,19,0,0.3684,0.0909,0.325
A_HP_014,A,HostParasite,3428,Microtus arvalis,Host,7,Citellophilus tesquorum,Parasite,2,11,19,0,0.3684,0.1818,0.325
A_HP_014,A,HostParasite,3398,Microtus arvalis,Host,7,Ctenophthalmus acuminatus,Parasite,2,11,19,0,0.3684,0.1818,0.325
A_HP_014,A,HostParasite,3400,Microtus arvalis,Host,7,Ctenophthalmus golovi,Parasite,3,11,19,0,0.3684,0.2727,0.325
A_HP_014,A,HostParasite,3382,Microtus arvalis,Host,7,Ctenophthalmus proximus,Parasite,3,11,19,0,0.3684,0.2727,0.325
A_HP_018,A,HostParasite,3385,Microtus agrestis,Host,7,Amalaraeus penicilliger,Parasite,7,15,21,0,0.3333,0.4667,0.403
A_HP_018,A,HostParasite,3520,Microtus arvalis,Host,12,Ceratophyllus sciurorum,Parasite,1,15,21,0,0.5714,0.0667,0.403
A_HP_018,A,HostParasite,3421,Micromys minutus,Host,4,Corrodopsylla birulai,Parasite,4,15,21,0,0.1905,0.2667,0.403
A_HP_018,A,HostParasite,3430,Microtus agrestis,Host,7,Corrodopsylla birulai,Parasite,4,15,21,0,0.3333,0.2667,0.403
A_HP_018,A,HostParasite,3422,Microtus arvalis,Host,12,Corrodopsylla birulai,Parasite,4,15,21,0,0.5714,0.2667,0.403
A_HP_018,A,HostParasite,3528,Micromys minutus,Host,4,Ctenophthalmus assimilis,Parasite,6,15,21,0,0.1905,0.4,0.403
A_HP_018,A,HostParasite,3386,Microtus agrestis,Host,7,Ctenophthalmus assimilis,Parasite,6,15,21,0,0.3333,0.4,0.403
A_HP_018,A,HostParasite,3529,Microtus agrestis,Host,7,Ctenophthalmus bisoctodentatus,Parasite,6,15,21,0,0.3333,0.4,0.403
A_HP_018,A,HostParasite,3530,Microtus agrestis,Host,7,Doratopsylla dasycnema,Parasite,7,15,21,0,0.3333,0.4667,0.403
A_HP_018,A,HostParasite,3531,Microtus arvalis,Host,12,Doratopsylla dasycnema,Parasite,7,15,21,0,0.5714,0.4667,0.403
A_HP_018,A,HostParasite,3542,Micromys minutus,Host,4,Leptopsylla segnis,Parasite,2,15,21,0,0.1905,0.1333,0.403
A_HP_018,A,HostParasite,3532,Microtus agrestis,Host,7,Leptopsylla segnis,Parasite,2,15,21,0,0.3333,0.1333,0.403
A_HP_018,A,HostParasite,3389,Micromys minutus,Host,4,Megabothris rectangulatus,Parasite,4,15,21,0,0.1905,0.2667,0.403
A_HP_018,A,HostParasite,3390,Microtus agrestis,Host,7,Megabothris rectangulatus,Parasite,4,15,21,0,0.3333,0.2667,0.403
A_HP_018,A,HostParasite,3501,Microtus arvalis,Host,12,Megabothris rectangulatus,Parasite,4,15,21,0,0.5714,0.2667,0.403
A_HP_018,A,HostParasite,3424,Micromys minutus,Host,4,Megabothris walkeri,Parasite,10,15,21,0,0.1905,0.6667,0.403
A_HP_018,A,HostParasite,3395,Microtus agrestis,Host,7,Palaeopsylla soricis,Parasite,12,15,21,0,0.3333,0.8,0.403
A_HP_018,A,HostParasite,3426,Micromys minutus,Host,4,Peromyscopsylla bidentata,Parasite,9,15,21,0,0.1905,0.6,0.403
A_HP_018,A,HostParasite,3418,Microtus agrestis,Host,7,Peromyscopsylla silvatica,Parasite,2,15,21,0,0.3333,0.1333,0.403
A_HP_018,A,HostParasite,3521,Microtus agrestis,Host,7,Rhadinopsylla integella,Parasite,2,15,21,0,0.3333,0.1333,0.403
A_HP_019,A,HostParasite,3385,Microtus agrestis,Host,3,Amalaraeus penicilliger,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_019,A,HostParasite,3429,Microtus agrestis,Host,3,Amphipsylla sibirica,Parasite,1,9,18,0,0.1667,0.1111,0.222
A_HP_019,A,HostParasite,3430,Microtus agrestis,Host,3,Corrodopsylla birulai,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_019,A,HostParasite,3411,Microtus agrestis,Host,3,Ctenophthalmus uncinatus,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_019,A,HostParasite,3414,Microtus agrestis,Host,3,Hystrichopsylla talpae,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_019,A,HostParasite,3534,Microtus agrestis,Host,3,Megabothris calcarifer,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_019,A,HostParasite,3415,Microtus agrestis,Host,3,Megabothris turbidus,Parasite,1,9,18,0,0.1667,0.1111,0.222
A_HP_019,A,HostParasite,3393,Microtus agrestis,Host,3,Neopsylla mana,Parasite,1,9,18,0,0.1667,0.1111,0.222
A_HP_019,A,HostParasite,3425,Microtus agrestis,Host,3,Neopsylla pleskei,Parasite,1,9,18,0,0.1667,0.1111,0.222
A_HP_019,A,HostParasite,3395,Microtus agrestis,Host,3,Palaeopsylla soricis,Parasite,2,9,18,0,0.1667,0.2222,0.222
A_HP_020,A,HostParasite,3429,Microtus agrestis,Host,6,Amphipsylla sibirica,Parasite,2,16,17,0,0.3529,0.125,0.386
A_HP_020,A,HostParasite,3540,Microtus arvalis,Host,10,Amphipsylla sibirica,Parasite,2,16,17,0,0.5882,0.125,0.386
A_HP_020,A,HostParasite,3430,Microtus agrestis,Host,6,Corrodopsylla birulai,Parasite,11,16,17,0,0.3529,0.6875,0.386
A_HP_020,A,HostParasite,3528,Micromys minutus,Host,4,Ctenophthalmus assimilis,Parasite,14,16,17,0,0.2353,0.875,0.386
A_HP_020,A,HostParasite,3384,Microtus arvalis,Host,10,Ctenophthalmus breviatus,Parasite,1,16,17,0,0.5882,0.0625,0.386
A_HP_020,A,HostParasite,3533,Micromys minutus,Host,4,Frontopsylla elata,Parasite,9,16,17,0,0.2353,0.5625,0.386
A_HP_020,A,HostParasite,3388,Microtus arvalis,Host,10,Frontopsylla elata,Parasite,9,16,17,0,0.5882,0.5625,0.386
A_HP_020,A,HostParasite,3413,Micromys minutus,Host,4,Hystrichopsylla talpae,Parasite,7,16,17,0,0.2353,0.4375,0.386
A_HP_020,A,HostParasite,3414,Microtus agrestis,Host,6,Hystrichopsylla talpae,Parasite,7,16,17,0,0.3529,0.4375,0.386
A_HP_020,A,HostParasite,3389,Micromys minutus,Host,4,Megabothris rectangulatus,Parasite,1,16,17,0,0.2353,0.0625,0.386
A_HP_020,A,HostParasite,3390,Microtus agrestis,Host,6,Megabothris rectangulatus,Parasite,1,16,17,0,0.3529,0.0625,0.386
A_HP_020,A,HostParasite,3501,Microtus arvalis,Host,10,Megabothris rectangulatus,Parasite,1,16,17,0,0.5882,0.0625,0.386
A_HP_020,A,HostParasite,3391,Micromys minutus,Host,4,Megabothris turbidus,Parasite,6,16,17,0,0.2353,0.375,0.386
A_HP_020,A,HostParasite,3415,Microtus agrestis,Host,6,Megabothris turbidus,Parasite,6,16,17,0,0.3529,0.375,0.386
A_HP_020,A,HostParasite,3394,Micromys minutus,Host,4,Palaeopsylla soricis,Parasite,10,16,17,0,0.2353,0.625,0.386
A_HP_020,A,HostParasite,3417,Microtus agrestis,Host,6,Peromyscopsylla bidentata,Parasite,6,16,17,0,0.3529,0.375,0.386
A_HP_020,A,HostParasite,3418,Microtus agrestis,Host,6,Peromyscopsylla silvatica,Parasite,1,16,17,0,0.3529,0.0625,0.386
A_HP_020,A,HostParasite,3521,Microtus agrestis,Host,6,Rhadinopsylla integella,Parasite,1,16,17,0,0.3529,0.0625,0.386
A_HP_021,A,HostParasite,3407,Micromys minutus,Host,1,Ctenophthalmus agyrtes,Parasite,6,9,15,0,0.0667,0.6667,0.422
A_HP_021,A,HostParasite,3528,Micromys minutus,Host,1,Ctenophthalmus assimilis,Parasite,6,9,15,0,0.0667,0.6667,0.422
A_HP_021,A,HostParasite,3531,Microtus arvalis,Host,14,Doratopsylla dasycnema,Parasite,1,9,15,0,0.9333,0.1111,0.422
A_HP_021,A,HostParasite,3413,Micromys minutus,Host,1,Hystrichopsylla talpae,Parasite,4,9,15,0,0.0667,0.4444,0.422
A_HP_021,A,HostParasite,3542,Micromys minutus,Host,1,Leptopsylla segnis,Parasite,5,9,15,0,0.0667,0.5556,0.422
A_HP_021,A,HostParasite,3391,Micromys minutus,Host,1,Megabothris turbidus,Parasite,4,9,15,0,0.0667,0.4444,0.422
A_HP_021,A,HostParasite,3424,Micromys minutus,Host,1,Megabothris walkeri,Parasite,3,9,15,0,0.0667,0.3333,0.422
A_HP_021,A,HostParasite,3394,Micromys minutus,Host,1,Palaeopsylla soricis,Parasite,4,9,15,0,0.0667,0.4444,0.422
A_HP_021,A,HostParasite,3426,Micromys minutus,Host,1,Peromyscopsylla bidentata,Parasite,4,9,15,0,0.0667,0.4444,0.422
A_HP_022,A,HostParasite,3380,Microtus arvalis,Host,7,Amalaraeus penicilliger,Parasite,3,16,18,0,0.3889,0.1875,0.236
A_HP_022,A,HostParasite,3421,Micromys minutus,Host,1,Corrodopsylla birulai,Parasite,2,16,18,0,0.0556,0.125,0.236
A_HP_022,A,HostParasite,3422,Microtus arvalis,Host,7,Corrodopsylla birulai,Parasite,2,16,18,0,0.3889,0.125,0.236
A_HP_022,A,HostParasite,3528,Micromys minutus,Host,1,Ctenophthalmus assimilis,Parasite,9,16,18,0,0.0556,0.5625,0.236
A_HP_022,A,HostParasite,3533,Micromys minutus,Host,1,Frontopsylla elata,Parasite,6,16,18,0,0.0556,0.375,0.236
A_HP_022,A,HostParasite,3542,Micromys minutus,Host,1,Leptopsylla segnis,Parasite,2,16,18,0,0.0556,0.125,0.236
A_HP_022,A,HostParasite,3394,Micromys minutus,Host,1,Palaeopsylla soricis,Parasite,1,16,18,0,0.0556,0.0625,0.236
A_HP_022,A,HostParasite,3426,Micromys minutus,Host,1,Peromyscopsylla bidentata,Parasite,3,16,18,0,0.0556,0.1875,0.236
A_HP_023,A,HostParasite,3380,Microtus arvalis,Host,5,Amalaraeus penicilliger,Parasite,6,9,8,0,0.625,0.6667,0.569
A_HP_023,A,HostParasite,3540,Microtus arvalis,Host,5,Amphipsylla sibirica,Parasite,5,9,8,0,0.625,0.5556,0.569
A_HP_026,A,HostParasite,3407,Micromys minutus,Host,5,Ctenophthalmus agyrtes,Parasite,10,15,18,0,0.2778,0.6667,0.526
A_HP_026,A,HostParasite,3542,Micromys minutus,Host,5,Leptopsylla segnis,Parasite,4,15,18,0,0.2778,0.2667,0.526
A_HP_026,A,HostParasite,3389,Micromys minutus,Host,5,Megabothris rectangulatus,Parasite,6,15,18,0,0.2778,0.4,0.526
A_HP_026,A,HostParasite,3394,Micromys minutus,Host,5,Palaeopsylla soricis,Parasite,13,15,18,0,0.2778,0.8667,0.526
A_HP_026,A,HostParasite,3426,Micromys minutus,Host,5,Peromyscopsylla bidentata,Parasite,3,15,18,0,0.2778,0.2,0.526
A_HP_026,A,HostParasite,3418,Microtus agrestis,Host,15,Peromyscopsylla silvatica,Parasite,2,15,18,0,0.8333,0.1333,0.526
A_HP_026,A,HostParasite,3521,Microtus agrestis,Host,15,Rhadinopsylla integella,Parasite,1,15,18,0,0.8333,0.0667,0.526
A_HP_028,A,HostParasite,3520,Microtus arvalis,Host,11,Ceratophyllus sciurorum,Parasite,1,4,15,0,0.7333,0.25,0.317
A_HP_028,A,HostParasite,3495,Microtus arvalis,Host,11,Megabothris walkeri,Parasite,1,4,15,0,0.7333,0.25,0.317
A_HP_031,A,HostParasite,3429,Microtus agrestis,Host,8,Amphipsylla sibirica,Parasite,5,25,31,0,0.2581,0.2,0.225
A_HP_031,A,HostParasite,3526,Microtus agrestis,Host,8,Amphipsylla vinogradovi,Parasite,2,25,31,0,0.2581,0.08,0.225
A_HP_031,A,HostParasite,3421,Micromys minutus,Host,5,Corrodopsylla birulai,Parasite,11,25,31,0,0.1613,0.44,0.225
A_HP_031,A,HostParasite,3411,Microtus agrestis,Host,8,Ctenophthalmus uncinatus,Parasite,1,25,31,0,0.2581,0.04,0.225
A_HP_031,A,HostParasite,3423,Microtus agrestis,Host,8,Frontopsylla elata,Parasite,12,25,31,0,0.2581,0.48,0.225
A_HP_031,A,HostParasite,3413,Micromys minutus,Host,5,Hystrichopsylla talpae,Parasite,14,25,31,0,0.1613,0.56,0.225
A_HP_031,A,HostParasite,3538,Micromys minutus,Host,5,Megabothris calcarifer,Parasite,6,25,31,0,0.1613,0.24,0.225
A_HP_031,A,HostParasite,3389,Micromys minutus,Host,5,Megabothris rectangulatus,Parasite,12,25,31,0,0.1613,0.48,0.225
A_HP_031,A,HostParasite,3415,Microtus agrestis,Host,8,Megabothris turbidus,Parasite,8,25,31,0,0.2581,0.32,0.225
A_HP_031,A,HostParasite,3424,Micromys minutus,Host,5,Megabothris walkeri,Parasite,11,25,31,0,0.1613,0.44,0.225
A_HP_031,A,HostParasite,3392,Micromys minutus,Host,5,Neopsylla mana,Parasite,5,25,31,0,0.1613,0.2,0.225
A_HP_031,A,HostParasite,3393,Microtus agrestis,Host,8,Neopsylla mana,Parasite,5,25,31,0,0.2581,0.2,0.225
A_HP_040,A,HostParasite,3337,Meriones libycus,Host,5,Coptopsylla lamellifer,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3296,Meriones meridianus,Host,1,Coptopsylla lamellifer,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3297,Meriones tamariscinus,Host,1,Coptopsylla lamellifer,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3460,Meriones libycus,Host,5,Ctenophthalmus dolichus,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3338,Meriones meridianus,Host,1,Ctenophthalmus dolichus,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3431,Meriones tamariscinus,Host,1,Ctenophthalmus dolichus,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3298,Meriones meridianus,Host,1,Mesopsylla hebes,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3441,Meriones tamariscinus,Host,1,Mesopsylla hebes,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3341,Meriones libycus,Host,5,Neopsylla setosa,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3301,Meriones meridianus,Host,1,Neopsylla setosa,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3443,Meriones tamariscinus,Host,1,Neopsylla teratura,Parasite,2,8,18,0,0.0556,0.25,0.194
A_HP_040,A,HostParasite,3343,Meriones libycus,Host,5,Nosopsyllus tersus,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3344,Meriones meridianus,Host,1,Nosopsyllus tersus,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3467,Meriones libycus,Host,5,Paradoxopsyllus repandus,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3468,Meriones meridianus,Host,1,Paradoxopsyllus repandus,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3469,Meriones meridianus,Host,1,Paradoxopsyllus teretifrons,Parasite,2,8,18,0,0.0556,0.25,0.194
A_HP_040,A,HostParasite,3347,Meriones libycus,Host,5,Rhadinopsylla cedestis,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3303,Meriones meridianus,Host,1,Rhadinopsylla cedestis,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3304,Meriones tamariscinus,Host,1,Rhadinopsylla cedestis,Parasite,1,8,18,0,0.0556,0.125,0.194
A_HP_040,A,HostParasite,3348,Meriones libycus,Host,5,Stenoponia conspecta,Parasite,1,8,18,0,0.2778,0.125,0.194
A_HP_040,A,HostParasite,3433,Meriones meridianus,Host,1,Stenoponia conspecta,Parasite,1,8,18,0,0.0556,0.125,0.194
