Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
0.01,0.48,-0.95,0.94,2111
0.01,0.49,-0.94,0.94,2112
0.02,0.49,-0.97,1.01,2113
0,0.48,-0.95,0.96,2114
0.01,0.5,-0.96,1,2115
-0.15,0.46,-1.09,0.75,2116
0.05,0.47,-0.86,0.98,2117
0.04,0.47,-0.9,1,2118
0,0.46,-0.92,0.92,2119
-0.14,0.44,-1.03,0.7,2120
0.04,0.46,-0.85,0.92,2121
0.1,0.49,-0.85,1.08,2122
-0.14,0.48,-1.07,0.8,2123
-0.09,0.47,-1.01,0.85,2124
-0.28,0.46,-1.19,0.61,2125
0.03,0.48,-0.89,0.97,2126
0.05,0.49,-0.88,1.01,2127
0.04,0.47,-0.91,0.97,2128
0.04,0.48,-0.92,1,2129
0.04,0.48,-0.9,1.01,2130
-0.24,0.49,-1.23,0.71,2131
0.02,0.5,-0.96,1,2132
0.04,0.48,-0.9,0.99,2133
-0.2,0.49,-1.18,0.74,2134
0.03,0.48,-0.9,0.98,2135
0.05,0.48,-0.88,0.99,2136
-0,0.48,-0.97,0.96,2137
0.19,0.48,-0.73,1.11,2138
0.18,0.48,-0.72,1.13,2139
-0.1,0.46,-1.01,0.8,2140
-0.09,0.46,-1.02,0.82,2141
-0.09,0.47,-1.01,0.81,2142
0.14,0.47,-0.79,1.08,2143
0.11,0.47,-0.82,1.03,2144
-0.15,0.48,-1.12,0.79,2145
0.14,0.46,-0.75,1.06,2146
0.11,0.47,-0.79,1.04,2147
0.12,0.46,-0.78,1.04,2148
-0.07,0.47,-0.98,0.85,2149
-0.19,0.48,-1.14,0.74,2150
-0,0.48,-0.92,0.96,2151
0.14,0.48,-0.78,1.07,2152
-0.03,0.46,-0.91,0.87,2153
-0.06,0.47,-0.98,0.84,2154
-0.12,0.48,-1.05,0.81,2155
-0.12,0.49,-1.06,0.86,2156
0.07,0.47,-0.86,1.02,2157
0.02,0.49,-0.92,0.99,2158
0.06,0.47,-0.88,1,2159
-0.1,0.47,-1.05,0.79,2160
0.09,0.47,-0.84,1.02,2161
0.02,0.48,-0.94,1,2162
0.01,0.46,-0.89,0.92,2163
0.23,0.47,-0.71,1.17,2164
-0,0.46,-0.89,0.87,2165
0,0.46,-0.9,0.93,2166
0,0.49,-0.94,0.98,2167
-0,0.46,-0.92,0.91,2168
0,0.49,-0.94,0.96,2169
0,0.47,-0.92,0.91,2170
-0.07,0.46,-0.96,0.8,2171
0.14,0.47,-0.78,1.09,2172
0.01,0.47,-0.89,0.94,2173
0.21,0.45,-0.69,1.1,2174
0,0.46,-0.92,0.94,2175
0.02,0.47,-0.9,0.96,2176
0.18,0.47,-0.73,1.13,2177
-0.05,0.46,-0.96,0.86,2178
-0.01,0.47,-0.91,0.88,2179
0.01,0.45,-0.91,0.9,2180
0.09,0.48,-0.88,1.05,2181
0.06,0.45,-0.84,0.96,2182
-0.04,0.47,-0.97,0.87,2183
-0.05,0.48,-1.03,0.89,2184
-0.09,0.49,-1.05,0.88,2185
-0.13,0.47,-1.07,0.79,2186
-0.03,0.47,-0.96,0.89,2187
-0.01,0.48,-0.95,0.9,2188
-0.12,0.48,-1.08,0.82,2189
-0.05,0.47,-0.96,0.87,2190
0.02,0.46,-0.88,0.94,2191
-0.02,0.46,-0.92,0.86,2192
0.03,0.49,-0.92,0.98,2193
-0.06,0.47,-0.99,0.85,2194
0.05,0.48,-0.9,0.98,2195
-0.02,0.47,-0.95,0.88,2196
-0.06,0.47,-0.99,0.84,2197
-0,0.46,-0.89,0.87,2198
0.02,0.46,-0.89,0.92,2199
-0.01,0.46,-0.9,0.91,2200
-0.11,0.47,-1.06,0.79,2201
-0.01,0.48,-0.96,0.95,2202
-0.09,0.47,-1.03,0.81,2203
0.06,0.48,-0.88,1,2204
0.14,0.46,-0.78,1.07,2205
0.13,0.47,-0.81,1.06,2206
0.17,0.47,-0.75,1.1,2207
0.05,0.47,-0.88,0.99,2208
0.13,0.48,-0.82,1.08,2209
0,0.48,-0.95,0.94,2210
0.08,0.49,-0.88,1.05,2211
0.01,0.47,-0.89,0.92,2212
-0.11,0.46,-1.02,0.82,2213
0.17,0.46,-0.75,1.09,2214
0.06,0.46,-0.85,0.95,2215
-0.18,0.48,-1.13,0.74,2216
0.07,0.46,-0.84,0.98,2217
-0.09,0.48,-1.01,0.86,2218
0.01,0.47,-0.92,0.92,2219
0.01,0.47,-0.92,0.93,2220
0.01,0.47,-0.93,0.93,2221
0,0.46,-0.9,0.93,2222
0.01,0.46,-0.89,0.92,2223
0.17,0.48,-0.78,1.14,2224
0.17,0.48,-0.77,1.11,2225
0.21,0.48,-0.73,1.18,2226
-0.03,0.49,-0.96,0.94,2227
-0.14,0.48,-1.09,0.77,2228
-0.01,0.47,-0.92,0.89,2229
-0.01,0.49,-0.97,0.95,2230
0.08,0.47,-0.82,1.01,2231
-0.03,0.48,-0.99,0.91,2232
-0.01,0.46,-0.93,0.89,2233
0.13,0.46,-0.75,1.04,2234
-0,0.48,-0.98,0.95,2235
-0,0.47,-0.9,0.9,2236
-0,0.47,-0.91,0.91,2237
-0.02,0.48,-0.95,0.92,2238
-0.03,0.48,-0.96,0.9,2239
-0,0.49,-0.96,0.96,2240
-0.02,0.47,-0.95,0.91,2241
0.08,0.47,-0.82,1.04,2242
-0.03,0.46,-0.9,0.88,2243
-0,0.47,-0.93,0.93,2244
0.18,0.48,-0.76,1.11,2245
-0.05,0.48,-1,0.9,2246
-0,0.47,-0.9,0.94,2247
-0.08,0.47,-1.02,0.86,2248
0,0.47,-0.91,0.93,2249
-0.01,0.48,-0.93,0.93,2250
-0.05,0.48,-1.01,0.89,2251
-0.03,0.48,-0.99,0.92,2252
-0.02,0.48,-0.95,0.94,2253
-0.02,0.49,-0.99,0.92,2254
-0.08,0.46,-1,0.85,2255
-0.03,0.48,-0.97,0.9,2256
-0.04,0.47,-0.98,0.89,2257
-0.04,0.47,-0.96,0.88,2258
-0,0.47,-0.94,0.9,2259
-0.01,0.49,-0.95,0.95,2260
-0.02,0.47,-0.98,0.91,2261
0,0.48,-0.93,0.95,2262
-0.02,0.49,-1.01,0.97,2263
-0.06,0.47,-1,0.86,2264
0,0.48,-0.93,0.94,2265
-0.02,0.48,-0.95,0.92,2266
0.01,0.46,-0.91,0.89,2267
0.05,0.47,-0.86,0.96,2268
-0.05,0.45,-0.96,0.84,2269
0.09,0.47,-0.83,1.01,2270
-0.05,0.47,-0.95,0.87,2271
-0.08,0.46,-0.99,0.83,2272
0.07,0.48,-0.84,1,2273
-0.14,0.46,-1.04,0.75,2274
0.01,0.46,-0.91,0.93,2275
-0.03,0.47,-0.95,0.91,2276
-0.05,0.48,-0.97,0.88,2277
-0.01,0.49,-0.96,0.94,2278
-0.01,0.49,-0.99,0.97,2279
-0.04,0.48,-0.98,0.89,2280
-0.04,0.46,-0.94,0.84,2281
-0.01,0.48,-0.96,0.93,2282
-0.04,0.49,-1.01,0.91,2283
-0.01,0.48,-0.96,0.94,2284
-0.02,0.47,-0.94,0.91,2285
-0.01,0.48,-0.95,0.93,2286
-0.01,0.48,-0.94,0.91,2287
-0.05,0.48,-1,0.88,2288
-0.01,0.49,-1,0.94,2289
-0.01,0.48,-0.93,0.92,2290
-0,0.47,-0.92,0.94,2291
-0.01,0.5,-1.02,0.97,2292
-0.06,0.48,-1.05,0.85,2293
-0.02,0.49,-0.99,0.94,2294
-0,0.47,-0.91,0.93,2295
-0.03,0.47,-0.97,0.9,2296
-0.02,0.48,-0.96,0.93,2297
-0.01,0.48,-0.94,0.94,2298
0.02,0.48,-0.9,0.95,2299
-0,0.46,-0.92,0.91,2300
0.02,0.49,-0.91,0.98,2301
0.08,0.47,-0.83,1,2302
-0.05,0.47,-0.95,0.89,2303
-0.03,0.45,-0.94,0.84,2304
0.01,0.48,-0.94,0.95,2305
0.01,0.46,-0.87,0.93,2306
-0.02,0.5,-0.98,0.95,2307
-0.01,0.47,-0.95,0.89,2308
-0.02,0.48,-0.95,0.91,2309
-0.01,0.48,-0.96,0.92,2310
-0.02,0.48,-0.95,0.92,2311
-0.03,0.47,-0.97,0.9,2312
-0.02,0.48,-0.94,0.93,2313
-0.02,0.48,-0.97,0.9,2314
-0.02,0.5,-1,0.96,2315
-0.02,0.49,-0.97,0.96,2316
-0.02,0.49,-0.99,0.96,2317
-0.02,0.47,-0.98,0.9,2318
-0.02,0.46,-0.92,0.9,2319
-0.01,0.47,-0.93,0.88,2320
-0.01,0.48,-0.94,0.89,2321
-0.03,0.48,-0.98,0.93,2322
-0.01,0.47,-0.93,0.94,2323
-0.01,0.47,-0.92,0.93,2324
-0.03,0.48,-0.97,0.88,2325
-0.04,0.49,-1.01,0.95,2326
-0.01,0.49,-0.99,0.94,2327
-0.14,0.46,-1.06,0.77,2328
0.02,0.47,-0.91,0.93,2329
0.06,0.48,-0.9,1.01,2330
-0.09,0.49,-1.07,0.89,2331
0.03,0.48,-0.95,0.95,2332
0.03,0.48,-0.9,0.97,2333
-0.15,0.47,-1.05,0.74,2334
0.02,0.46,-0.89,0.95,2335
0.15,0.47,-0.75,1.06,2336
0.03,0.47,-0.89,0.98,2337
0.09,0.48,-0.84,1.05,2338
0.15,0.47,-0.74,1.08,2339
0.02,0.46,-0.87,0.93,2340
0.06,0.46,-0.84,0.96,2341
0.01,0.46,-0.88,0.9,2342
0.04,0.47,-0.88,0.98,2343
0.28,0.47,-0.63,1.22,2344
-0.12,0.46,-1.01,0.77,2345
0.09,0.47,-0.82,1,2346
0.02,0.47,-0.91,0.95,2347
-0.03,0.46,-0.93,0.92,2348
0.05,0.47,-0.89,0.96,2349
0.05,0.47,-0.86,0.96,2350
0.23,0.46,-0.67,1.15,2351
-0.04,0.47,-0.96,0.9,2352
0.06,0.47,-0.83,0.98,2353
0,0.5,-0.96,0.97,2354
0.06,0.48,-0.87,1,2355
0.08,0.47,-0.81,1,2356
0.05,0.46,-0.85,0.96,2357
-0.19,0.46,-1.1,0.71,2358
-0.05,0.46,-0.95,0.86,2359
0.23,0.46,-0.67,1.15,2360
0.01,0.47,-0.9,0.95,2361
0.04,0.48,-0.92,1.01,2362
0.06,0.48,-0.89,1.01,2363
0.12,0.5,-0.86,1.08,2364
0.02,0.48,-0.9,0.97,2365
-0.15,0.48,-1.1,0.8,2366
0.07,0.47,-0.8,1,2367
0.02,0.47,-0.89,0.93,2368
0.16,0.48,-0.78,1.11,2369
0.12,0.47,-0.76,1.06,2370
-0.15,0.46,-1.08,0.74,2371
-0.27,0.48,-1.23,0.67,2372
0.04,0.49,-0.95,1.01,2373
-0.11,0.47,-1.04,0.8,2374
-0.05,0.48,-1.01,0.87,2375
-0.05,0.46,-0.93,0.83,2376
0.05,0.47,-0.84,0.97,2377
0.13,0.46,-0.78,1.06,2378
0.1,0.48,-0.83,1.04,2379
-0,0.5,-0.96,0.94,2380
-0.01,0.48,-0.99,0.93,2381
-0.07,0.48,-1.03,0.87,2382
0.04,0.48,-0.89,1.01,2383
0.06,0.48,-0.89,1.03,2384
0.04,0.48,-0.91,1.02,2385
0.08,0.47,-0.86,1.03,2386
-0.07,0.46,-0.98,0.81,2387
0.17,0.47,-0.75,1.07,2388
0.09,0.49,-0.84,1.04,2389
-0.04,0.48,-0.96,0.9,2390
-0.14,0.46,-1.05,0.78,2391
0,0.49,-0.99,0.97,2392
-0.19,0.49,-1.16,0.75,2393
0.08,0.46,-0.83,1.02,2394
-0.18,0.48,-1.15,0.75,2395
0.26,0.45,-0.64,1.13,2396
-0,0.49,-0.97,0.94,2397
0.04,0.48,-0.88,0.99,2398
0.02,0.48,-0.92,0.99,2399
0.2,0.47,-0.71,1.15,2400
-0.01,0.48,-0.98,0.94,2401
0,0.49,-0.96,0.97,2402
-0.09,0.47,-1.03,0.83,2403
-0.2,0.45,-1.1,0.67,2404
0.05,0.47,-0.87,1,2405
-0.1,0.47,-1.02,0.83,2406
0.09,0.47,-0.81,1.02,2407
-0.08,0.48,-1.04,0.83,2408
-0.11,0.48,-1.05,0.83,2409
-0.13,0.47,-1.04,0.8,2410
0.02,0.49,-0.92,0.99,2411
0.02,0.48,-0.93,0.97,2412
-0.08,0.47,-0.99,0.85,2413
0.17,0.46,-0.75,1.07,2414
0.01,0.49,-0.94,1,2415
-0.06,0.46,-0.98,0.85,2416
0,0.48,-0.94,0.95,2417
-0.03,0.47,-0.95,0.88,2418
0.1,0.49,-0.85,1.06,2419
0.08,0.47,-0.85,1.01,2420
0.13,0.47,-0.77,1.12,2421
-0.03,0.46,-0.9,0.88,2422
-0.05,0.48,-0.98,0.9,2423
0.13,0.46,-0.76,1.1,2424
0.04,0.49,-0.92,1,2425
-0.01,0.48,-0.99,0.95,2426
-0.1,0.49,-1.04,0.87,2427
0.05,0.44,-0.83,0.94,2428
0.13,0.48,-0.82,1.08,2429
-0.01,0.49,-0.97,0.95,2430
0.04,0.47,-0.9,0.97,2431
0.01,0.49,-0.96,0.94,2432
0.05,0.48,-0.86,0.96,2433
-0.06,0.47,-0.99,0.88,2434
0.03,0.48,-0.92,1,2435
0.12,0.48,-0.8,1.07,2436
-0.17,0.46,-1.06,0.74,2437
-0.09,0.46,-0.99,0.83,2438
0.08,0.48,-0.84,1.05,2439
-0.04,0.46,-0.95,0.85,2440
-0.38,0.47,-1.3,0.53,2441
-0.09,0.48,-1.06,0.86,2442
-0.11,0.47,-1.04,0.8,2443
0.02,0.47,-0.9,0.93,2444
0.08,0.49,-0.88,1.03,2445
-0.14,0.46,-1.04,0.76,2446
0.12,0.44,-0.74,1.01,2447
0.31,0.48,-0.62,1.28,2448
-0.1,0.48,-1.06,0.85,2449
0,0.47,-0.95,0.92,2450
0.07,0.46,-0.85,0.97,2451
0.08,0.46,-0.82,0.99,2452
0.09,0.47,-0.83,0.99,2453
0.08,0.49,-0.88,1.05,2454
-0.2,0.46,-1.12,0.7,2455
0.09,0.48,-0.85,1.05,2456
-0.09,0.47,-1.02,0.84,2457
0.06,0.48,-0.85,1.05,2458
0.03,0.45,-0.85,0.91,2459
0.05,0.47,-0.84,0.97,2460
0.1,0.49,-0.88,1.07,2461
-0.04,0.49,-0.99,0.93,2462
0.16,0.47,-0.77,1.14,2463
-0,0.49,-0.99,0.97,2464
0.05,0.49,-0.89,0.98,2465
0.07,0.47,-0.81,0.99,2466
0,0.49,-0.94,0.98,2467
0.09,0.49,-0.87,1.05,2468
0.01,0.47,-0.93,0.96,2469
-0.25,0.47,-1.19,0.66,2470
0.11,0.48,-0.81,1.05,2471
-0.1,0.46,-1.01,0.79,2472
0.05,0.48,-0.87,0.99,2473
-0.19,0.48,-1.12,0.72,2474
-0.23,0.46,-1.13,0.65,2475
0.1,0.47,-0.84,1.04,2476
0.01,0.49,-0.92,0.99,2477
-0.22,0.48,-1.19,0.72,2478
-0.11,0.49,-1.08,0.86,2479
0.21,0.48,-0.72,1.18,2480
0.14,0.47,-0.75,1.07,2481
-0.33,0.46,-1.25,0.58,2482
-0.02,0.48,-0.96,0.93,2483
0.03,0.48,-0.89,0.98,2484
0.09,0.48,-0.83,1.03,2485
-0.11,0.48,-1.08,0.83,2486
0.12,0.47,-0.81,1.04,2487
0.01,0.48,-0.92,0.97,2488
0.01,0.5,-1.01,1,2489
0.07,0.47,-0.85,1,2490
0.02,0.48,-0.95,0.95,2491
0.06,0.48,-0.89,0.99,2492
0.11,0.49,-0.84,1.06,2493
-0.01,0.49,-0.98,0.97,2494
0.03,0.48,-0.92,0.98,2495
0.08,0.46,-0.83,0.98,2496
-0.01,0.48,-0.96,0.93,2497
-0.13,0.47,-1.06,0.78,2498
0.03,0.49,-0.94,0.99,2499
0.13,0.47,-0.78,1.04,2500
0.03,0.44,-0.86,0.91,2501
0.04,0.48,-0.87,0.99,2502
-0.03,0.49,-0.98,0.9,2503
0.14,0.47,-0.77,1.1,2504
-0.06,0.48,-1.04,0.87,2505
-0.05,0.48,-1,0.91,2506
0.02,0.46,-0.89,0.94,2507
0.08,0.47,-0.84,1.03,2508
-0.14,0.47,-1.08,0.77,2509
-0.09,0.46,-0.97,0.81,2510
0.05,0.47,-0.86,0.96,2511
0.05,0.47,-0.86,0.98,2512
0,0.47,-0.91,0.93,2513
-0,0.49,-0.95,0.94,2514
0.05,0.48,-0.85,0.99,2515
0.01,0.49,-0.96,1,2516
0.03,0.47,-0.88,0.95,2517
-0.09,0.46,-1.02,0.83,2518
-0.01,0.46,-0.9,0.92,2519
-0.14,0.46,-1.05,0.75,2520
0.05,0.45,-0.82,0.94,2521
0.06,0.47,-0.84,0.98,2522
-0.2,0.44,-1.05,0.65,2523
0.03,0.48,-0.93,0.97,2524
0.11,0.48,-0.8,1.05,2525
0.01,0.5,-0.98,1.01,2526
0.17,0.47,-0.73,1.11,2527
-0.01,0.5,-1.04,0.96,2528
0.08,0.48,-0.86,1,2529
-0.1,0.45,-1,0.79,2530
-0.09,0.48,-1.05,0.89,2531
-0.3,0.49,-1.28,0.65,2532
0,0.46,-0.92,0.92,2533
-0.05,0.47,-0.98,0.86,2534
0.01,0.49,-0.96,0.96,2535
0.01,0.49,-0.96,0.97,2536
0.13,0.47,-0.77,1.05,2537
0.02,0.48,-0.89,0.94,2538
-0.16,0.47,-1.08,0.75,2539
-0.4,0.45,-1.3,0.45,2540
-0.09,0.46,-1,0.82,2541
-0.03,0.47,-0.98,0.93,2542
0.2,0.47,-0.7,1.13,2543
-0.24,0.45,-1.13,0.65,2544
0.08,0.47,-0.84,1.03,2545
-0.03,0.46,-0.95,0.87,2546
0.01,0.49,-0.95,0.96,2547
0.02,0.5,-0.97,1,2548
-0.14,0.48,-1.1,0.81,2549
-0.11,0.46,-1.03,0.77,2550
0,0.47,-0.92,0.94,2551
0.04,0.47,-0.9,0.97,2552
0.09,0.47,-0.82,1.02,2553
0,0.47,-0.93,0.94,2554
0.13,0.46,-0.79,1.04,2555
0.01,0.48,-0.93,0.99,2556
0.05,0.47,-0.89,1.01,2557
0.04,0.48,-0.88,1,2558
-0.3,0.47,-1.24,0.62,2559
0.1,0.45,-0.79,1,2560
-0,0.47,-0.93,0.93,2561
-0.26,0.44,-1.11,0.58,2562
0,0.46,-0.93,0.93,2563
0,0.46,-0.88,0.92,2564
0.04,0.46,-0.84,0.96,2565
-0,0.49,-0.97,0.97,2566
-0.19,0.48,-1.13,0.74,2567
0.1,0.48,-0.82,1.06,2568
-0.05,0.46,-0.96,0.89,2569
0.04,0.46,-0.86,0.96,2570
-0.14,0.47,-1.06,0.8,2571
-0.15,0.46,-1.06,0.76,2572
-0.1,0.47,-1.05,0.85,2573
0.1,0.49,-0.84,1.06,2574
-0.13,0.48,-1.08,0.8,2575
-0.18,0.46,-1.08,0.73,2576
-0.04,0.47,-0.96,0.87,2577
0.07,0.46,-0.82,0.97,2578
0.05,0.49,-0.89,1.02,2579
-0.03,0.47,-0.95,0.92,2580
0.01,0.49,-0.94,0.95,2581
0.18,0.47,-0.73,1.1,2582
0.17,0.47,-0.78,1.13,2583
0.03,0.47,-0.88,0.96,2584
0.11,0.49,-0.83,1.06,2585
0.11,0.47,-0.81,1.08,2586
0.09,0.47,-0.82,1,2587
0.05,0.48,-0.91,0.98,2588
-0.01,0.49,-0.97,0.99,2589
0.01,0.48,-0.91,0.95,2590
0.11,0.48,-0.82,1.07,2591
0.09,0.48,-0.83,1,2592
-0.1,0.48,-1.06,0.83,2593
0.16,0.47,-0.75,1.12,2594
-0.12,0.47,-1.05,0.8,2595
0.22,0.46,-0.65,1.14,2596
0.05,0.48,-0.9,1.01,2597
0.03,0.48,-0.95,0.99,2598
0.19,0.46,-0.7,1.1,2599
0.05,0.47,-0.88,0.97,2600
0.06,0.48,-0.88,1,2601
-0.05,0.46,-0.98,0.85,2602
0.01,0.48,-0.91,0.95,2603
-0.07,0.49,-1.02,0.89,2604
0.01,0.48,-0.95,0.96,2605
0.01,0.47,-0.94,0.97,2606
0.13,0.49,-0.81,1.09,2607
-0,0.48,-0.96,0.94,2608
-0.03,0.47,-0.99,0.91,2609
-0.31,0.46,-1.23,0.58,2610
-0.14,0.46,-1.07,0.74,2611
0.09,0.48,-0.84,1.03,2612
0.13,0.47,-0.79,1.06,2613
0,0.49,-0.97,0.92,2614
0.07,0.48,-0.85,1.02,2615
0.01,0.47,-0.91,0.95,2616
0.04,0.46,-0.88,0.93,2617
-0.03,0.46,-0.95,0.87,2618
0.03,0.5,-0.93,1.02,2619
0.03,0.47,-0.9,0.94,2620
0.06,0.48,-0.89,0.99,2621
-0.01,0.49,-0.96,0.95,2622
-0.03,0.46,-0.94,0.89,2623
-0.01,0.48,-0.95,0.92,2624
0.18,0.49,-0.78,1.18,2625
-0.12,0.47,-1.02,0.78,2626
-0.12,0.46,-1,0.78,2627
0.11,0.47,-0.82,1.05,2628
0.07,0.47,-0.87,0.99,2629
0.03,0.46,-0.88,0.94,2630
-0.01,0.47,-0.94,0.88,2631
-0.21,0.49,-1.17,0.73,2632
0.06,0.46,-0.84,0.98,2633
0.18,0.48,-0.74,1.14,2634
-0.3,0.47,-1.23,0.58,2635
-0,0.47,-0.93,0.9,2636
0.02,0.48,-0.89,0.93,2637
0.01,0.5,-0.96,1.01,2638
-0.08,0.47,-1.01,0.83,2639
-0.08,0.48,-1.01,0.88,2640
-0.11,0.47,-1.04,0.8,2641
0,0.5,-0.98,0.99,2642
-0.01,0.48,-0.95,0.92,2643
-0,0.47,-0.96,0.93,2644
-0.35,0.47,-1.29,0.57,2645
0.06,0.47,-0.85,0.98,2646
-0.15,0.46,-1.07,0.78,2647
0.13,0.48,-0.81,1.09,2648
-0.03,0.47,-0.97,0.91,2649
-0.42,0.48,-1.37,0.53,2650
-0.08,0.47,-0.97,0.86,2651
-0.35,0.46,-1.31,0.56,2652
0.05,0.47,-0.87,0.94,2653
-0.05,0.46,-0.98,0.85,2654
-0.14,0.48,-1.1,0.82,2655
0.12,0.46,-0.81,1.02,2656
-0.06,0.46,-0.96,0.83,2657
0.01,0.49,-0.94,1,2658
-0.11,0.48,-1.05,0.81,2659
0.07,0.46,-0.83,0.97,2660
-0.13,0.48,-1.04,0.8,2661
0.2,0.47,-0.7,1.13,2662
-0.01,0.48,-0.95,0.93,2663
0.07,0.48,-0.86,1.01,2664
0.05,0.47,-0.87,0.99,2665
0.01,0.47,-0.91,0.95,2666
-0.02,0.48,-0.94,0.93,2667
0.15,0.48,-0.79,1.06,2668
-0.13,0.47,-1.07,0.76,2669
0.01,0.48,-0.9,0.96,2670
0.07,0.48,-0.86,0.99,2671
-0.01,0.47,-0.9,0.93,2672
-0.2,0.44,-1.08,0.69,2673
0.06,0.46,-0.83,0.98,2674
-0.26,0.48,-1.2,0.68,2675
0.16,0.47,-0.76,1.09,2676
1,0.46,0.13,1.91,2677
0.12,0.47,-0.78,1.05,2678
-0.54,0.43,-1.42,0.29,2679
0.33,0.44,-0.54,1.2,2680
0.22,0.44,-0.6,1.08,2681
0.21,0.44,-0.66,1.08,2682
0.41,0.47,-0.47,1.34,2683
0.09,0.47,-0.83,1.04,2684
0.13,0.45,-0.74,1,2685
0.3,0.44,-0.56,1.18,2686
-0.01,0.49,-0.99,0.95,2687
-0.04,0.48,-0.99,0.87,2688
0.07,0.45,-0.83,0.96,2689
0.39,0.47,-0.51,1.35,2690
0.4,0.48,-0.51,1.36,2691
0.33,0.45,-0.53,1.22,2692
0.06,0.46,-0.85,0.96,2693
0.5,0.45,-0.38,1.42,2694
-0.39,0.45,-1.3,0.46,2695
0.06,0.47,-0.88,1.01,2696
0.23,0.46,-0.64,1.2,2697
0.02,0.46,-0.9,0.94,2698
0.23,0.48,-0.68,1.17,2699
-0.16,0.43,-1.05,0.67,2700
0.11,0.48,-0.83,1.04,2701
0.14,0.45,-0.73,1.02,2702
-0.11,0.47,-1.03,0.83,2703
0.07,0.46,-0.85,0.99,2704
0.11,0.47,-0.83,1.06,2705
-0.06,0.43,-0.91,0.77,2706
-0.11,0.46,-1.02,0.82,2707
-0.35,0.46,-1.29,0.52,2708
-0.01,0.47,-0.91,0.9,2709
-0.2,0.46,-1.11,0.67,2710
0.04,0.46,-0.88,0.95,2711
0.33,0.48,-0.62,1.3,2712
0,0.47,-0.94,0.91,2713
-0.1,0.47,-1.02,0.83,2714
-0.05,0.46,-0.97,0.87,2715
-0.21,0.46,-1.11,0.68,2716
-0.16,0.46,-1.02,0.71,2717
-0.09,0.45,-0.97,0.78,2718
-0.01,0.48,-0.94,0.93,2719
0.01,0.44,-0.84,0.9,2720
-0.13,0.46,-1,0.78,2721
-0.16,0.44,-1.02,0.69,2722
-0.15,0.48,-1.11,0.78,2723
-0.09,0.49,-1.04,0.87,2724
0.01,0.48,-0.93,0.94,2725
0.06,0.48,-0.85,0.98,2726
0.08,0.47,-0.84,0.99,2727
0.04,0.49,-0.9,1.01,2728
0.01,0.47,-0.89,0.93,2729
0.05,0.5,-0.96,1.04,2730
-0.33,0.44,-1.2,0.5,2731
0.07,0.46,-0.85,0.97,2732
0.01,0.45,-0.89,0.92,2733
0.28,0.45,-0.62,1.18,2734
-0.25,0.47,-1.19,0.64,2735
0.01,0.46,-0.88,0.91,2736
-0.19,0.45,-1.08,0.67,2737
-0.18,0.44,-1.07,0.68,2738
0.12,0.44,-0.74,1,2739
0.05,0.45,-0.83,0.94,2740
0.48,0.47,-0.45,1.43,2741
-0.06,0.46,-0.97,0.86,2742
-0.09,0.46,-0.97,0.82,2743
-0.23,0.46,-1.13,0.7,2744
0.31,0.46,-0.61,1.23,2745
-0.2,0.47,-1.12,0.7,2746
-0.14,0.46,-1.03,0.72,2747
-0.05,0.47,-0.95,0.86,2748
-0.13,0.45,-1.02,0.74,2749
-0.15,0.45,-1.05,0.72,2750
0.34,0.46,-0.53,1.26,2751
0.04,0.45,-0.84,0.92,2752
-0.08,0.45,-1.01,0.8,2753
-0.06,0.46,-0.95,0.83,2754
-0.02,0.46,-0.96,0.88,2755
0.05,0.46,-0.86,0.97,2756
0.1,0.48,-0.83,1.04,2757
-0.05,0.45,-0.96,0.82,2758
-0.13,0.46,-1.02,0.75,2759
0.26,0.46,-0.64,1.17,2760
0.28,0.46,-0.62,1.23,2761
-0.05,0.47,-1,0.88,2762
0.16,0.47,-0.76,1.09,2763
0.05,0.47,-0.87,0.96,2764
-0.14,0.45,-1.05,0.76,2765
0.15,0.48,-0.78,1.1,2766
0.11,0.48,-0.8,1.07,2767
0.18,0.48,-0.75,1.14,2768
0.03,0.47,-0.88,0.96,2769
0.09,0.48,-0.86,1.06,2770
-0.18,0.45,-1.05,0.69,2771
-0.49,0.45,-1.41,0.41,2772
-0.05,0.48,-1.03,0.86,2773
-0.11,0.47,-1.03,0.82,2774
-0.18,0.44,-1.06,0.7,2775
0.07,0.47,-0.84,1.01,2776
-0.17,0.46,-1.09,0.73,2777
0.04,0.48,-0.92,0.98,2778
-0.02,0.46,-0.93,0.84,2779
-0.02,0.49,-1,0.92,2780
0.06,0.49,-0.91,1.03,2781
0.12,0.47,-0.81,1.1,2782
0.2,0.46,-0.68,1.09,2783
-0.01,0.47,-0.93,0.88,2784
0.03,0.4,-0.75,0.83,2785
-0.02,0.45,-0.9,0.85,2786
-0.1,0.42,-0.92,0.74,2787
0.11,0.45,-0.77,1,2788
0.13,0.45,-0.73,1.05,2789
0.07,0.43,-0.78,0.91,2790
0.02,0.46,-0.92,0.95,2791
-0.34,0.44,-1.2,0.53,2792
0.18,0.45,-0.68,1.05,2793
0.15,0.47,-0.76,1.07,2794
0.06,0.45,-0.82,0.94,2795
-0.23,0.46,-1.14,0.63,2796
-0.02,0.47,-0.93,0.92,2797
0.12,0.44,-0.76,1.01,2798
0.09,0.45,-0.77,1,2799
-0.33,0.45,-1.23,0.55,2800
-0.43,0.45,-1.29,0.42,2801
