Estimate.Intercept,Est.Error.Intercept,2.5%ile.Intercept,97.5%ile.Intercept,id_pair
-0,0.51,-0.99,1,2111
0.01,0.49,-0.91,0.95,2112
0.02,0.48,-0.92,0.95,2113
0.01,0.48,-0.92,0.97,2114
0.01,0.48,-0.96,0.95,2115
-0.14,0.48,-1.1,0.78,2116
0.05,0.48,-0.85,0.98,2117
0.04,0.46,-0.85,0.95,2118
0.02,0.45,-0.83,0.91,2119
-0.12,0.45,-1.01,0.75,2120
0.04,0.47,-0.87,0.93,2121
0.09,0.48,-0.85,1.02,2122
-0.14,0.46,-1.05,0.74,2123
-0.09,0.47,-1.01,0.82,2124
-0.27,0.47,-1.24,0.66,2125
0.03,0.49,-0.92,1.01,2126
0.04,0.46,-0.84,0.96,2127
0.04,0.48,-0.9,0.96,2128
0.04,0.46,-0.86,0.99,2129
0.02,0.47,-0.91,0.92,2130
-0.24,0.49,-1.23,0.71,2131
0.01,0.48,-0.94,0.96,2132
0.04,0.47,-0.88,0.95,2133
-0.2,0.49,-1.15,0.75,2134
0.03,0.5,-0.91,1,2135
0.06,0.47,-0.87,1.03,2136
0.01,0.49,-0.95,1,2137
0.19,0.48,-0.72,1.16,2138
0.18,0.48,-0.78,1.11,2139
-0.09,0.47,-1.01,0.8,2140
-0.09,0.48,-1.04,0.84,2141
-0.09,0.48,-1.02,0.82,2142
0.14,0.46,-0.76,1.05,2143
0.12,0.47,-0.81,1.06,2144
-0.15,0.48,-1.11,0.8,2145
0.13,0.47,-0.78,1.05,2146
0.1,0.46,-0.84,1.04,2147
0.12,0.48,-0.81,1.06,2148
-0.07,0.49,-1.03,0.87,2149
-0.2,0.48,-1.16,0.74,2150
0,0.46,-0.89,0.9,2151
0.14,0.48,-0.78,1.1,2152
-0.03,0.48,-0.99,0.93,2153
-0.06,0.47,-1.01,0.87,2154
-0.11,0.48,-1.08,0.82,2155
-0.12,0.49,-1.07,0.84,2156
0.06,0.48,-0.89,1.04,2157
0.03,0.49,-0.98,1.02,2158
0.06,0.48,-0.88,1.05,2159
-0.09,0.47,-1.01,0.83,2160
0.09,0.46,-0.8,1.03,2161
0.03,0.48,-0.93,1.01,2162
0.03,0.47,-0.87,0.94,2163
0.23,0.47,-0.67,1.16,2164
0.01,0.48,-0.94,0.97,2165
-0.01,0.49,-0.97,0.96,2166
-0,0.48,-0.96,0.96,2167
-0.01,0.47,-0.95,0.9,2168
0.01,0.48,-0.96,0.95,2169
-0.01,0.49,-0.97,0.94,2170
-0.08,0.48,-0.99,0.84,2171
0.15,0.46,-0.77,1.04,2172
0.01,0.47,-0.93,0.95,2173
0.21,0.47,-0.68,1.14,2174
-0,0.47,-0.91,0.93,2175
0.03,0.47,-0.91,0.97,2176
0.19,0.48,-0.75,1.19,2177
-0.05,0.48,-1,0.88,2178
-0.01,0.46,-0.88,0.89,2179
0.01,0.47,-0.92,0.92,2180
0.09,0.49,-0.87,1.08,2181
0.08,0.46,-0.84,0.98,2182
-0.04,0.48,-0.97,0.86,2183
-0.05,0.46,-0.96,0.88,2184
-0.09,0.49,-1.05,0.89,2185
-0.13,0.47,-1.06,0.82,2186
-0.04,0.47,-0.96,0.87,2187
-0.01,0.47,-0.92,0.9,2188
-0.13,0.47,-1.05,0.79,2189
-0.05,0.46,-0.93,0.84,2190
0.01,0.46,-0.88,0.92,2191
-0.04,0.47,-0.98,0.91,2192
0.03,0.48,-0.9,1,2193
-0.08,0.47,-1.01,0.86,2194
0.05,0.47,-0.87,0.93,2195
-0.02,0.46,-0.92,0.88,2196
-0.05,0.47,-0.96,0.89,2197
0.02,0.48,-0.9,0.94,2198
0.01,0.46,-0.88,0.89,2199
-0.01,0.48,-0.96,0.92,2200
-0.11,0.46,-1.01,0.81,2201
-0.02,0.46,-0.91,0.89,2202
-0.1,0.48,-1.07,0.81,2203
0.06,0.47,-0.82,0.98,2204
0.14,0.47,-0.77,1.05,2205
0.14,0.47,-0.78,1.07,2206
0.16,0.48,-0.79,1.15,2207
0.06,0.47,-0.85,0.99,2208
0.12,0.48,-0.81,1.06,2209
0,0.47,-0.92,0.94,2210
0.07,0.47,-0.85,1.02,2211
0.01,0.47,-0.92,0.91,2212
-0.11,0.46,-1.01,0.8,2213
0.16,0.46,-0.74,1.09,2214
0.06,0.48,-0.88,0.98,2215
-0.18,0.47,-1.08,0.75,2216
0.06,0.47,-0.86,0.96,2217
-0.09,0.47,-1.02,0.85,2218
0,0.48,-0.92,0.93,2219
0,0.45,-0.85,0.88,2220
0.01,0.48,-0.94,0.93,2221
0.02,0.46,-0.87,0.9,2222
0.01,0.48,-0.92,0.92,2223
0.17,0.47,-0.74,1.1,2224
0.17,0.49,-0.77,1.11,2225
0.21,0.47,-0.7,1.13,2226
-0.03,0.48,-0.99,0.9,2227
-0.16,0.48,-1.12,0.77,2228
0,0.48,-0.95,0.96,2229
-0.01,0.48,-0.93,0.92,2230
0.07,0.47,-0.85,1.02,2231
-0.03,0.49,-1.01,0.96,2232
-0.01,0.47,-0.95,0.92,2233
0.13,0.46,-0.78,1.08,2234
-0,0.49,-0.93,0.93,2235
0.01,0.49,-0.95,0.97,2236
0,0.49,-0.95,0.93,2237
-0.02,0.49,-1.01,0.93,2238
-0.04,0.49,-0.99,0.91,2239
-0.01,0.47,-0.95,0.93,2240
-0,0.48,-0.95,0.93,2241
0.08,0.48,-0.86,1,2242
-0.04,0.47,-0.95,0.86,2243
-0.01,0.46,-0.92,0.89,2244
0.18,0.5,-0.78,1.15,2245
-0.03,0.47,-0.97,0.91,2246
-0.01,0.47,-0.93,0.92,2247
-0.08,0.47,-1.02,0.85,2248
-0.01,0.47,-0.96,0.91,2249
-0,0.48,-0.95,0.96,2250
-0.06,0.48,-1,0.88,2251
-0.02,0.47,-0.95,0.88,2252
-0.02,0.46,-0.92,0.88,2253
-0.02,0.49,-0.96,0.91,2254
-0.08,0.46,-0.98,0.81,2255
-0.04,0.46,-0.94,0.86,2256
-0.03,0.48,-1.01,0.92,2257
-0.04,0.46,-0.96,0.9,2258
0,0.46,-0.86,0.91,2259
0.01,0.48,-0.93,0.94,2260
-0.02,0.48,-0.97,0.93,2261
0,0.48,-0.96,0.96,2262
-0.02,0.48,-1,0.91,2263
-0.07,0.48,-1.03,0.86,2264
0,0.48,-0.93,0.93,2265
-0.03,0.47,-0.97,0.89,2266
0.01,0.47,-0.94,0.95,2267
0.04,0.47,-0.87,0.97,2268
-0.06,0.47,-0.98,0.86,2269
0.1,0.47,-0.81,1.01,2270
-0.05,0.47,-0.98,0.86,2271
-0.08,0.46,-0.99,0.83,2272
0.08,0.46,-0.83,0.99,2273
-0.14,0.47,-1.07,0.77,2274
0.01,0.46,-0.88,0.89,2275
-0.03,0.48,-0.94,0.93,2276
-0.03,0.48,-0.99,0.92,2277
-0.01,0.49,-0.97,0.93,2278
-0.02,0.46,-0.91,0.87,2279
-0.04,0.49,-1.01,0.92,2280
-0.03,0.49,-1,0.93,2281
-0.01,0.49,-0.96,0.96,2282
-0.04,0.48,-0.99,0.91,2283
-0.02,0.48,-0.96,0.91,2284
-0,0.51,-1.03,0.98,2285
-0.01,0.48,-0.94,0.93,2286
-0.02,0.48,-0.96,0.92,2287
-0.05,0.49,-1.04,0.95,2288
-0.02,0.48,-0.96,0.93,2289
-0.01,0.47,-0.93,0.9,2290
-0.02,0.48,-0.95,0.93,2291
-0.02,0.48,-0.97,0.92,2292
-0.07,0.46,-0.98,0.84,2293
-0.01,0.5,-0.98,0.95,2294
-0.01,0.48,-0.96,0.95,2295
-0.02,0.49,-1,0.98,2296
-0.02,0.49,-0.98,0.94,2297
-0.01,0.49,-0.95,0.97,2298
0.02,0.48,-0.93,0.95,2299
-0,0.46,-0.89,0.88,2300
0.02,0.47,-0.92,0.94,2301
0.06,0.46,-0.82,0.96,2302
-0.04,0.46,-0.9,0.87,2303
-0.05,0.46,-0.93,0.85,2304
0.02,0.47,-0.9,0.96,2305
0,0.48,-0.95,0.95,2306
-0.03,0.46,-0.94,0.87,2307
-0,0.47,-0.95,0.93,2308
-0.01,0.5,-0.98,0.98,2309
-0.02,0.48,-0.95,0.9,2310
-0.01,0.48,-0.96,0.95,2311
-0.03,0.47,-0.97,0.92,2312
-0.03,0.48,-1.01,0.91,2313
-0.03,0.48,-1.01,0.94,2314
-0.03,0.48,-1,0.92,2315
-0.01,0.48,-0.93,0.96,2316
-0.03,0.48,-0.99,0.9,2317
-0.02,0.48,-0.95,0.9,2318
-0.02,0.49,-1.01,0.94,2319
-0.01,0.48,-0.96,0.92,2320
-0.01,0.47,-0.94,0.91,2321
-0.02,0.49,-0.98,0.94,2322
-0.01,0.49,-0.96,0.93,2323
-0,0.49,-0.93,0.93,2324
-0.04,0.48,-0.99,0.9,2325
-0.03,0.47,-0.97,0.91,2326
-0.01,0.5,-1,0.98,2327
-0.14,0.48,-1.1,0.8,2328
0.02,0.48,-0.91,0.98,2329
0.06,0.48,-0.86,1,2330
-0.09,0.48,-1.04,0.85,2331
0.03,0.49,-0.9,1,2332
0.04,0.48,-0.92,0.98,2333
-0.16,0.47,-1.09,0.78,2334
0.01,0.43,-0.82,0.88,2335
0.15,0.47,-0.77,1.06,2336
0.04,0.46,-0.84,0.95,2337
0.1,0.47,-0.81,1.06,2338
0.15,0.46,-0.73,1.06,2339
0.04,0.45,-0.86,0.89,2340
0.06,0.47,-0.87,1,2341
0.01,0.48,-0.96,0.95,2342
0.05,0.47,-0.89,0.97,2343
0.27,0.46,-0.6,1.21,2344
-0.11,0.45,-1,0.76,2345
0.11,0.47,-0.82,1.06,2346
0.01,0.46,-0.86,0.91,2347
-0.04,0.46,-0.95,0.88,2348
0.05,0.5,-0.94,1.02,2349
0.04,0.47,-0.91,0.99,2350
0.21,0.47,-0.7,1.13,2351
-0.05,0.5,-1.01,0.92,2352
0.06,0.46,-0.87,0.96,2353
0,0.48,-0.95,0.96,2354
0.05,0.49,-0.91,1,2355
0.08,0.45,-0.81,0.95,2356
0.04,0.45,-0.81,0.93,2357
-0.19,0.47,-1.13,0.75,2358
-0.05,0.47,-0.98,0.87,2359
0.23,0.45,-0.66,1.13,2360
0.01,0.5,-0.96,1.03,2361
0.04,0.49,-0.91,1.01,2362
0.07,0.46,-0.82,0.97,2363
0.13,0.48,-0.81,1.08,2364
0.02,0.47,-0.92,0.95,2365
-0.14,0.48,-1.08,0.79,2366
0.07,0.47,-0.85,1.03,2367
0.02,0.48,-0.93,0.96,2368
0.15,0.48,-0.79,1.1,2369
0.13,0.48,-0.79,1.08,2370
-0.14,0.47,-1.06,0.78,2371
-0.27,0.48,-1.22,0.65,2372
0.03,0.49,-0.94,1,2373
-0.11,0.49,-1.07,0.84,2374
-0.05,0.48,-1.02,0.92,2375
-0.06,0.48,-1.01,0.89,2376
0.03,0.46,-0.9,0.94,2377
0.14,0.47,-0.78,1.08,2378
0.11,0.48,-0.86,1.05,2379
-0,0.49,-0.99,0.93,2380
-0.02,0.47,-0.95,0.89,2381
-0.08,0.47,-1.01,0.84,2382
0.04,0.47,-0.89,0.98,2383
0.05,0.49,-0.91,1.04,2384
0.04,0.49,-0.93,1,2385
0.08,0.48,-0.84,1.05,2386
-0.07,0.47,-0.99,0.83,2387
0.16,0.49,-0.79,1.13,2388
0.08,0.47,-0.83,0.99,2389
-0.04,0.47,-0.95,0.86,2390
-0.14,0.44,-1.02,0.72,2391
-0,0.49,-1,0.95,2392
-0.18,0.48,-1.14,0.8,2393
0.09,0.47,-0.84,1.01,2394
-0.17,0.49,-1.13,0.77,2395
0.26,0.47,-0.65,1.2,2396
0,0.5,-1.03,0.99,2397
0.03,0.47,-0.89,0.98,2398
0.02,0.49,-0.95,1.02,2399
0.2,0.47,-0.72,1.13,2400
-0.02,0.47,-0.96,0.91,2401
0.01,0.48,-0.94,0.96,2402
-0.08,0.47,-1.02,0.85,2403
-0.19,0.47,-1.1,0.71,2404
0.05,0.48,-0.86,0.97,2405
-0.1,0.47,-1.03,0.82,2406
0.09,0.48,-0.88,1.02,2407
-0.09,0.47,-1.04,0.81,2408
-0.12,0.48,-1.05,0.81,2409
-0.12,0.47,-1.04,0.8,2410
0.03,0.48,-0.91,0.98,2411
0.02,0.49,-0.92,0.98,2412
-0.09,0.47,-1.02,0.82,2413
0.17,0.45,-0.68,1.04,2414
0.01,0.48,-0.92,0.98,2415
-0.05,0.46,-0.98,0.86,2416
0,0.49,-0.94,0.96,2417
-0.03,0.48,-0.96,0.89,2418
0.09,0.47,-0.83,1.02,2419
0.08,0.46,-0.8,1.01,2420
0.13,0.47,-0.75,1.08,2421
-0.01,0.46,-0.92,0.91,2422
-0.05,0.47,-0.98,0.87,2423
0.12,0.47,-0.78,1.04,2424
0.04,0.46,-0.89,0.92,2425
0,0.5,-1,1.01,2426
-0.11,0.47,-1.05,0.82,2427
0.05,0.46,-0.84,0.97,2428
0.12,0.46,-0.78,1.05,2429
-0.01,0.5,-1.01,0.95,2430
0.04,0.47,-0.85,0.96,2431
0.01,0.48,-0.93,0.97,2432
0.04,0.48,-0.88,0.98,2433
-0.07,0.47,-0.99,0.86,2434
0.03,0.47,-0.88,0.95,2435
0.13,0.48,-0.79,1.06,2436
-0.17,0.48,-1.12,0.76,2437
-0.09,0.47,-1.02,0.85,2438
0.07,0.48,-0.89,1,2439
-0.04,0.46,-0.93,0.83,2440
-0.38,0.48,-1.31,0.52,2441
-0.08,0.47,-1,0.86,2442
-0.11,0.46,-1.05,0.8,2443
0.01,0.49,-0.93,0.97,2444
0.08,0.48,-0.86,1.05,2445
-0.14,0.47,-1.11,0.8,2446
0.13,0.47,-0.79,1.03,2447
0.31,0.46,-0.58,1.24,2448
-0.1,0.47,-1.02,0.81,2449
0,0.49,-0.92,0.98,2450
0.06,0.47,-0.88,0.98,2451
0.08,0.48,-0.87,1.04,2452
0.1,0.48,-0.83,1.05,2453
0.08,0.48,-0.83,1.03,2454
-0.21,0.46,-1.11,0.7,2455
0.09,0.49,-0.9,1.03,2456
-0.09,0.46,-0.98,0.81,2457
0.06,0.47,-0.84,0.96,2458
0.03,0.46,-0.86,0.94,2459
0.04,0.51,-0.96,1.05,2460
0.09,0.49,-0.88,1.05,2461
-0.04,0.48,-0.97,0.91,2462
0.17,0.47,-0.77,1.12,2463
0.01,0.49,-0.96,1,2464
0.04,0.49,-0.93,1.02,2465
0.08,0.49,-0.87,1.04,2466
0.01,0.49,-1.01,0.98,2467
0.1,0.47,-0.82,1.05,2468
0,0.49,-0.95,0.94,2469
-0.25,0.45,-1.14,0.64,2470
0.09,0.49,-0.89,1.07,2471
-0.08,0.49,-1.03,0.88,2472
0.06,0.48,-0.87,1.05,2473
-0.2,0.48,-1.15,0.74,2474
-0.23,0.47,-1.12,0.66,2475
0.1,0.47,-0.81,1.03,2476
-0.01,0.5,-0.97,0.92,2477
-0.2,0.48,-1.17,0.73,2478
-0.1,0.45,-1.01,0.79,2479
0.2,0.47,-0.72,1.12,2480
0.14,0.47,-0.79,1.08,2481
-0.33,0.47,-1.27,0.58,2482
-0.01,0.47,-0.95,0.92,2483
0.02,0.48,-0.93,0.99,2484
0.09,0.47,-0.85,1.05,2485
-0.12,0.48,-1.03,0.86,2486
0.11,0.47,-0.79,1.05,2487
-0,0.49,-0.98,0.98,2488
0.01,0.49,-0.92,0.98,2489
0.06,0.47,-0.87,1.04,2490
0.01,0.5,-0.98,1.01,2491
0.05,0.45,-0.83,0.93,2492
0.11,0.47,-0.81,1.01,2493
0,0.48,-0.96,0.95,2494
0.02,0.48,-0.93,0.95,2495
0.09,0.47,-0.81,1.02,2496
-0.01,0.46,-0.93,0.87,2497
-0.12,0.47,-1.02,0.78,2498
0.03,0.47,-0.88,0.95,2499
0.13,0.49,-0.8,1.09,2500
0.03,0.46,-0.9,0.96,2501
0.04,0.48,-0.87,0.99,2502
-0.03,0.48,-0.96,0.91,2503
0.13,0.5,-0.86,1.13,2504
-0.07,0.48,-1.04,0.89,2505
-0.05,0.46,-0.95,0.84,2506
0.02,0.48,-0.91,0.95,2507
0.07,0.47,-0.83,0.99,2508
-0.14,0.48,-1.11,0.8,2509
-0.09,0.46,-1,0.82,2510
0.04,0.48,-0.92,0.97,2511
0.05,0.48,-0.88,0.99,2512
0.01,0.48,-0.96,0.91,2513
0.01,0.49,-0.96,0.96,2514
0.05,0.48,-0.91,0.98,2515
0.01,0.49,-1,0.97,2516
0.03,0.48,-0.9,0.98,2517
-0.09,0.46,-1,0.81,2518
-0.02,0.48,-0.95,0.93,2519
-0.14,0.49,-1.09,0.8,2520
0.05,0.47,-0.86,0.97,2521
0.07,0.48,-0.85,1.03,2522
-0.21,0.44,-1.08,0.63,2523
0.05,0.48,-0.91,1.01,2524
0.1,0.47,-0.79,1.03,2525
0.02,0.49,-0.95,1,2526
0.16,0.46,-0.74,1.09,2527
-0,0.5,-0.98,0.96,2528
0.07,0.48,-0.9,0.99,2529
-0.1,0.46,-1.03,0.79,2530
-0.11,0.49,-1.07,0.85,2531
-0.29,0.48,-1.25,0.64,2532
-0.01,0.48,-0.96,0.94,2533
-0.04,0.47,-0.97,0.88,2534
0.02,0.48,-0.93,0.97,2535
0.01,0.48,-0.92,0.96,2536
0.14,0.46,-0.74,1.06,2537
0.02,0.48,-0.94,0.98,2538
-0.16,0.46,-1.06,0.72,2539
-0.41,0.48,-1.36,0.52,2540
-0.09,0.48,-0.99,0.85,2541
-0.04,0.47,-0.96,0.84,2542
0.2,0.47,-0.74,1.12,2543
-0.24,0.45,-1.12,0.63,2544
0.06,0.47,-0.89,0.99,2545
-0.04,0.46,-0.95,0.9,2546
0.01,0.49,-0.95,0.97,2547
0.02,0.49,-0.96,0.96,2548
-0.15,0.48,-1.11,0.79,2549
-0.11,0.49,-1.08,0.83,2550
0,0.47,-0.91,0.91,2551
0.03,0.48,-0.9,0.95,2552
0.11,0.46,-0.79,1.02,2553
0,0.46,-0.91,0.92,2554
0.12,0.47,-0.81,1.05,2555
0.01,0.49,-0.95,0.99,2556
0.06,0.49,-0.94,1.03,2557
0.05,0.49,-0.87,1,2558
-0.31,0.48,-1.28,0.61,2559
0.1,0.47,-0.82,1.02,2560
-0,0.45,-0.89,0.85,2561
-0.27,0.46,-1.17,0.63,2562
0.01,0.46,-0.9,0.9,2563
0,0.47,-0.93,0.94,2564
0.06,0.45,-0.84,0.95,2565
0.01,0.48,-0.94,0.97,2566
-0.2,0.49,-1.16,0.76,2567
0.1,0.47,-0.8,1.03,2568
-0.06,0.45,-0.96,0.84,2569
0.03,0.46,-0.87,0.93,2570
-0.15,0.47,-1.06,0.77,2571
-0.15,0.46,-1.08,0.74,2572
-0.09,0.46,-0.99,0.82,2573
0.1,0.48,-0.85,1.07,2574
-0.13,0.49,-1.11,0.84,2575
-0.18,0.46,-1.08,0.73,2576
-0.04,0.48,-0.97,0.91,2577
0.07,0.47,-0.82,1.01,2578
0.05,0.48,-0.9,1,2579
-0.02,0.47,-0.93,0.9,2580
0.02,0.49,-0.93,0.98,2581
0.18,0.46,-0.72,1.11,2582
0.17,0.47,-0.71,1.1,2583
0.05,0.48,-0.87,1,2584
0.11,0.47,-0.8,1.03,2585
0.13,0.46,-0.75,1.06,2586
0.09,0.46,-0.82,1.01,2587
0.05,0.47,-0.88,1,2588
0.01,0.49,-0.98,0.99,2589
0.02,0.47,-0.91,0.95,2590
0.11,0.47,-0.8,1.05,2591
0.08,0.46,-0.82,0.97,2592
-0.11,0.48,-1.08,0.84,2593
0.15,0.48,-0.77,1.12,2594
-0.11,0.49,-1.07,0.85,2595
0.22,0.46,-0.68,1.15,2596
0.06,0.48,-0.88,1.02,2597
0.02,0.48,-0.92,0.92,2598
0.19,0.47,-0.73,1.14,2599
0.05,0.5,-0.9,1.03,2600
0.06,0.48,-0.87,1.02,2601
-0.06,0.47,-1.02,0.87,2602
0.02,0.47,-0.92,0.99,2603
-0.07,0.48,-1,0.87,2604
0,0.48,-0.93,0.96,2605
0.02,0.48,-0.9,0.96,2606
0.14,0.48,-0.78,1.09,2607
-0.01,0.49,-0.96,0.95,2608
-0.02,0.47,-0.93,0.88,2609
-0.32,0.49,-1.31,0.63,2610
-0.15,0.47,-1.12,0.77,2611
0.08,0.47,-0.84,1.02,2612
0.13,0.47,-0.78,1.06,2613
-0,0.5,-0.97,1,2614
0.08,0.48,-0.88,1.06,2615
0,0.47,-0.93,0.97,2616
0.02,0.47,-0.91,0.94,2617
-0.03,0.47,-0.96,0.89,2618
0.02,0.49,-0.96,1.01,2619
0.04,0.47,-0.89,0.98,2620
0.07,0.47,-0.88,1.03,2621
0,0.51,-1.01,1.01,2622
-0.02,0.48,-0.96,0.92,2623
-0,0.46,-0.9,0.9,2624
0.17,0.48,-0.76,1.12,2625
-0.11,0.47,-1.05,0.82,2626
-0.12,0.48,-1.05,0.81,2627
0.11,0.47,-0.78,1.02,2628
0.07,0.46,-0.86,1.02,2629
0.02,0.46,-0.88,0.94,2630
0.01,0.49,-0.96,1.02,2631
-0.2,0.48,-1.14,0.73,2632
0.06,0.46,-0.82,0.98,2633
0.18,0.48,-0.74,1.14,2634
-0.29,0.46,-1.21,0.6,2635
-0.01,0.47,-0.93,0.9,2636
0.02,0.48,-0.89,0.98,2637
0,0.5,-0.97,0.99,2638
-0.08,0.49,-1.05,0.89,2639
-0.08,0.46,-1,0.8,2640
-0.12,0.47,-1.05,0.78,2641
0,0.5,-1,1.03,2642
-0.02,0.47,-0.95,0.9,2643
-0,0.47,-0.9,0.91,2644
-0.35,0.46,-1.24,0.53,2645
0.06,0.46,-0.87,0.98,2646
-0.14,0.47,-1.08,0.76,2647
0.12,0.45,-0.74,1.02,2648
-0.04,0.48,-1.01,0.91,2649
-0.41,0.48,-1.39,0.53,2650
-0.07,0.48,-1.06,0.87,2651
-0.35,0.46,-1.29,0.55,2652
0.06,0.48,-0.9,1,2653
-0.05,0.48,-0.99,0.88,2654
-0.13,0.47,-1.07,0.79,2655
0.12,0.47,-0.82,1.06,2656
-0.07,0.45,-0.98,0.83,2657
0.01,0.49,-0.96,0.97,2658
-0.11,0.49,-1.1,0.85,2659
0.06,0.49,-0.9,1.04,2660
-0.12,0.48,-1.07,0.84,2661
0.19,0.47,-0.74,1.14,2662
-0.01,0.46,-0.95,0.9,2663
0.06,0.47,-0.85,0.98,2664
0.06,0.46,-0.85,0.97,2665
0,0.46,-0.89,0.91,2666
-0.01,0.49,-0.97,0.97,2667
0.15,0.47,-0.78,1.07,2668
-0.15,0.5,-1.14,0.8,2669
0.01,0.48,-0.95,0.97,2670
0.07,0.47,-0.89,1.01,2671
-0.01,0.47,-0.94,0.96,2672
-0.2,0.46,-1.17,0.7,2673
0.06,0.46,-0.84,0.96,2674
-0.26,0.46,-1.17,0.64,2675
0.15,0.47,-0.75,1.08,2676
1.01,0.45,0.16,1.91,2677
0.12,0.46,-0.78,1.03,2678
-0.53,0.42,-1.39,0.26,2679
0.33,0.44,-0.51,1.2,2680
0.23,0.42,-0.58,1.03,2681
0.21,0.45,-0.66,1.1,2682
0.41,0.47,-0.5,1.39,2683
0.08,0.46,-0.83,0.99,2684
0.13,0.42,-0.71,0.98,2685
0.31,0.46,-0.58,1.22,2686
-0.02,0.48,-0.97,0.93,2687
-0.04,0.48,-0.99,0.89,2688
0.08,0.45,-0.81,0.95,2689
0.38,0.46,-0.5,1.34,2690
0.4,0.46,-0.48,1.33,2691
0.32,0.44,-0.54,1.21,2692
0.07,0.47,-0.87,0.98,2693
0.5,0.46,-0.36,1.41,2694
-0.41,0.46,-1.31,0.46,2695
0.06,0.47,-0.85,0.98,2696
0.23,0.45,-0.68,1.14,2697
0.03,0.47,-0.88,0.94,2698
0.23,0.47,-0.68,1.15,2699
-0.17,0.44,-1.04,0.68,2700
0.12,0.49,-0.82,1.07,2701
0.14,0.45,-0.74,1.03,2702
-0.11,0.47,-1.03,0.81,2703
0.06,0.47,-0.84,1,2704
0.1,0.46,-0.79,0.99,2705
-0.07,0.45,-0.94,0.8,2706
-0.12,0.46,-1.03,0.79,2707
-0.36,0.46,-1.29,0.52,2708
-0.01,0.49,-0.97,0.97,2709
-0.2,0.44,-1.11,0.66,2710
0.03,0.45,-0.85,0.9,2711
0.34,0.47,-0.57,1.29,2712
0,0.46,-0.92,0.93,2713
-0.1,0.45,-0.98,0.76,2714
-0.05,0.47,-0.97,0.85,2715
-0.21,0.45,-1.1,0.68,2716
-0.15,0.46,-1.03,0.74,2717
-0.1,0.47,-1.03,0.83,2718
-0,0.46,-0.9,0.88,2719
0,0.45,-0.86,0.92,2720
-0.14,0.45,-1.05,0.74,2721
-0.17,0.46,-1.1,0.69,2722
-0.16,0.48,-1.15,0.78,2723
-0.08,0.47,-1.03,0.82,2724
0.02,0.47,-0.89,0.94,2725
0.06,0.47,-0.89,0.99,2726
0.09,0.49,-0.87,1.05,2727
0.04,0.48,-0.91,0.99,2728
0.01,0.48,-0.93,0.98,2729
0.04,0.48,-0.9,0.98,2730
-0.32,0.42,-1.14,0.5,2731
0.07,0.48,-0.89,1.01,2732
0.02,0.45,-0.88,0.89,2733
0.26,0.45,-0.6,1.16,2734
-0.24,0.47,-1.17,0.64,2735
0.02,0.46,-0.89,0.9,2736
-0.2,0.47,-1.12,0.74,2737
-0.17,0.45,-1.08,0.7,2738
0.11,0.44,-0.74,0.96,2739
0.05,0.45,-0.84,0.93,2740
0.49,0.48,-0.43,1.44,2741
-0.06,0.47,-0.97,0.89,2742
-0.09,0.47,-1,0.82,2743
-0.23,0.46,-1.15,0.69,2744
0.31,0.48,-0.61,1.26,2745
-0.2,0.47,-1.1,0.7,2746
-0.13,0.45,-1.01,0.73,2747
-0.02,0.48,-0.96,0.96,2748
-0.14,0.47,-1.05,0.79,2749
-0.15,0.46,-1.06,0.74,2750
0.33,0.46,-0.54,1.25,2751
0.04,0.45,-0.82,0.92,2752
-0.09,0.46,-1,0.81,2753
-0.06,0.47,-0.96,0.86,2754
-0.02,0.46,-0.9,0.86,2755
0.05,0.48,-0.86,1.01,2756
0.11,0.47,-0.84,1.03,2757
-0.05,0.45,-0.95,0.83,2758
-0.13,0.45,-1.02,0.75,2759
0.25,0.47,-0.66,1.16,2760
0.29,0.46,-0.59,1.21,2761
-0.06,0.46,-0.98,0.86,2762
0.16,0.46,-0.74,1.07,2763
0.06,0.47,-0.86,1,2764
-0.14,0.44,-1.01,0.7,2765
0.18,0.48,-0.77,1.11,2766
0.1,0.47,-0.82,1.01,2767
0.18,0.48,-0.77,1.08,2768
0.03,0.47,-0.94,0.96,2769
0.09,0.47,-0.83,1.03,2770
-0.19,0.44,-1.04,0.67,2771
-0.49,0.44,-1.36,0.36,2772
-0.05,0.47,-0.97,0.87,2773
-0.12,0.48,-1.05,0.83,2774
-0.19,0.44,-1.02,0.64,2775
0.08,0.46,-0.83,1,2776
-0.17,0.47,-1.12,0.74,2777
0.02,0.5,-0.95,0.99,2778
-0.02,0.46,-0.91,0.88,2779
-0.03,0.47,-0.97,0.88,2780
0.06,0.48,-0.88,1,2781
0.13,0.47,-0.8,1.08,2782
0.2,0.46,-0.69,1.14,2783
-0.02,0.47,-0.96,0.95,2784
0.04,0.4,-0.76,0.81,2785
-0.02,0.46,-0.95,0.9,2786
-0.08,0.42,-0.89,0.73,2787
0.1,0.47,-0.84,1.02,2788
0.14,0.45,-0.74,1.02,2789
0.07,0.43,-0.76,0.92,2790
0.01,0.46,-0.92,0.93,2791
-0.35,0.43,-1.23,0.49,2792
0.18,0.46,-0.72,1.07,2793
0.14,0.46,-0.76,1.05,2794
0.07,0.46,-0.8,0.98,2795
-0.23,0.45,-1.12,0.65,2796
0,0.48,-0.92,0.93,2797
0.13,0.45,-0.74,1.02,2798
0.1,0.45,-0.76,0.99,2799
-0.33,0.45,-1.24,0.52,2800
